0	0	0	2	3	2	2	3	2	2	3	1	2	4	0
3	2	2	3	2	2	3	3	3	2	2	1	3	1	1
1	1	2	2	2	3	2	2	3	2	2	2	2	2	0
4	4	3	2	3	3	2	3	2	1	2	4	2	1	3
5	3	3	3	3	3	3	3	2	2	1	1	5	1	0
4	4	4	4	3	4	3	3	2	2	1	4	1	1	2
4	4	4	4	4	4	3	3	1	1	1	1	1	8	4
0	4	4	4	4	4	4	3	1	7	8	1	4	6	0
0	0	4	4	4	5	4	5	6	5	6	1	8	8	0
0	4	4	4	5	4	5	5	0	7	6	7	7	7	0
0	0	0	0	5	0	0	5	6	5	7	6	7	8	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
